Approx Duration (ms),Video Description (Original),Video Title (Original),Video Publish Timestamp
3000000,"Can be applied to 3D volumes from FIB-SEM, CT, MRI, etc. (e.g., BRATS dataset). 

Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

If you get an error while loading Segmentation models library, please follow these steps to fix the issue: https://youtu.be/syJZxDtLujs

The dataset used in this video can be downloaded from the link below. This dataset can be used to train and test machine learning algorithms designed for multiclass semantic segmentation. Please read the Readme document for more information. 
https://drive.google.com/file/d/1HWtBaSa-LTyAMgf2uaz1T9o1sTWDBajU/view?usp=sharing

To annotate images and generate labels, you can use APEER (for free):
www.apeer.com 

Segmentation models 3D library documentation: 
https://pypi.org/project/segmentation-models-3D/",215 - 3D U-Net for semantic segmentation,2021-04-28T07:00:03+00:00
86000,Just got bored of spending time at home so decided to get in the car and drive. I’m glad I found beautiful places that give some peace to mind!,Hidden gems around the Bay Area - Santa Cruz - Feb2021,2021-02-21T23:13:36+00:00
407000,"Link to sign up for Mito:
https://hubs.ly/H0H0Gsz0",Python Tips and Tricks - 1: Mito (trymito.io) for structured data,2021-02-22T20:04:04+00:00
408000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists/blob/master/02_Tips_Tricks_python_tips_and_tricks_2_google_image_download.py

This script downloads images from Google search (or Bing search). 

As with any download, please make sure you are not violating any copyright terms. I use this script to download images that help me practice deep learning based image classification. 

DO NOT use downloaded images to train a commercial product, this most certainly violates copyright terms. 

Do not pip install google_images_download

this gives an error that some images could not be downloadable. 
Google changed some things on their side...

The updated repo can be installed using the following command. 
pip install git+https://github.com/Joeclinton1/google-images-download.git

Please remember that this method has a limit of 100 images. 

OR

You can use bing.
Does not seem to have a limit on the number of images to download. 
pip install bing-image-downloader",Python tips and tricks - 2: Downloading images from online search,2021-02-23T19:02:13+00:00
133000,"In summary: DigitalSreeni is my personal channel and Apeer_Micro is my work channel. I appreciate if you subscribe to both.

Link to Apeer_Micro channel.
https://www.youtube.com/channel/UCVrG0AsRMb0pPcxzX75SusA",Clarification about my YouTube channels,2021-02-26T00:33:15+00:00
683000,"Image augmentation may hurt your model accuracy if you're not careful. Always test you augmentation operations first on a smaller dataset and then incrementally verify its accuracy before using it in your final model training. 

Link to the file from this video: https://github.com/bnsreenu/python_for_microscopists/blob/master/tips_tricks_3_data_augmentation.ipynb

Link to my GitHub account:
https://github.com/bnsreenu/python_for_microscopists",Python tips and tricks - 3: Be conservative with image augmentation,2021-03-05T23:07:51+00:00
543000,"imageJ (Fiji): https://imagej.net/Fiji

ZEN Lite: https://www.zeiss.com/microscopy/us/products/microscope-software/zen-lite.html",Python tips and tricks - 4: Best free software for image visualization and processing,2021-03-15T10:00:12+00:00
448000,"Link to my GitHub account:
https://github.com/bnsreenu/python_for_microscopists",Python tips and tricks - 5: Extracting patches from large images and masks for semantic segmentation,2021-03-23T10:00:02+00:00
2234000,"What to expect when you perform semantic segmentation using small datasets (less than 100 images) and U-net architecture? Does augmentation help and how about transfer learning?

Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

To annotate images and generate labels, you can use APEER (for free):
www.apeer.com",216 - Semantic segmentation using a small dataset for training (& U-Net),2021-05-05T09:00:00+00:00
854000,"Step 1: Install Visual Studio community edition: I installed VS2019
https://visualstudio.microsoft.com/vs/community/

Step 2: Install your IDE if you haven't already done so. I installed Spyder 4.1.5 via Anaconda individual edition.
https://www.anaconda.com/products/individual

Step 3: Setup a separate environment for your IDE. I created an env. with python 3.7
I skipped 3.8 as it is relatively new and some of my libraries may not be tested or available. 
On Anaconda you can use Anaconda Navigaor to create a new environment. 
If you only see 3.8 as option on Navigator you can create new env from anaconda prompt: 
conda create -n py37gpu python=3.7 anaconda

For the following steps verify instructions from www.tensorflow.org/install/gpu

Step 4: Verify your GPU is actually supported for deep learning: 
https://developer.nvidia.com/cuda-gpus

Step 5: Figure out your GPU model: I have P5000 Quadro
and Update the GPU driver: For me it updated to Version 461.72 
https://www.nvidia.com/download/index.aspx?lang=en-us

Step 6: Download and install CUDA Toolkit. I installed Version 11.0
https://developer.nvidia.com/cuda-toolkit-archive

Step 7: Download cuDNN. I downloaded version 8.0.4
You need to sign up for Nvidia developer program (free)
Extract all folder contents from cudnn you just downloaded to 
C:\program files\Nvidia GPU computing toolkit\CUDA\v11.0

Step 8: Install tensorflow
Open spyder in the new environment that got named as: py37gpu (or whatever name you assigned)
- pip install tensorflow

Step 9: Verify the installation
Create a new python file and run these lines to test if GPU is recognized by tensorflow. 
import tensorflow as tf
tf.test.is_gpu_available(
    cuda_only=False, min_cuda_compute_capability=None
)

The last few lines of my output shows...
physical GPU (device: 0, name: Quadro P5000, pci bus id: 0000:03:00.0, compute capability: 6.1)
physical GPU (device: 1, name: Quadro P5000, pci bus id: 0000:a1:00.0, compute capability: 6.1)

I have 2 GPUs. 

But on Windows you will not be able to efficiently use both GPUs for training. 

#On windows sysems you cannot install NCCL that is required for multi GPU
#So we need to follow Heirarchial copy method or reduce to single GPU.
 
strategy = tf.distribute.MirroredStrategy(devices=devices_names[:n_gpus],
                                           cross_device_ops=tf.distribute.HierarchicalCopyAllReduce())

#The following will raise an error on Windows about NCCL. 
#strategy = tf.distribute.MirroredStrategy(devices=devices_names[:n_gpus])",217 - 9 steps to installing TensorFlow GPU on Windows 10,2021-05-12T07:00:25+00:00
1088000,"Difference between UpSampling2D and Conv2DTranspose

These are the two common types of layers that can be used to increase the dimensions of arrays.

UpSampling2D is like the opposite of pooling where it repeats rows and columns of the input.

Conv2DTranspose performs up-sampling and convolution. 

Conv2DTranspose has been reported to result in Checkerboard artifacts but 
unfortunately not much information on the comparison of UpSampling2D vs Conv2DTranspose.

Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists",218 - Difference between UpSampling2D and Conv2DTranspose used in U-Net and GAN,2021-05-19T07:00:20+00:00
2257000,"Understanding U-Net architecture and building it from scratch. 

This tutorial should clear any doubts you may have regarding the architecture of U-Net. It should also inform you on the process of building your own U-Net using functional blocks for encoder and decoder. 

Example use case: Segmentation of mitochondria using only 12 images and about 150 labeled objects.

Dataset: https://www.epfl.ch/labs/cvlab/data/data-em/

Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists",219 - Understanding U-Net architecture and building it from scratch,2021-05-27T07:00:04+00:00
467000,"Note: Importing segmentation models library may give you generic_utils 
error on TF2.x

If you get an error about generic_utils...

change 
keras.utils.generic_utils.get_custom_objects().update(custom_objects) 
to 
keras.utils.get_custom_objects().update(custom_objects) 
in 
.../lib/python3.7/site-packages/efficientnet/__init__.py 

For Anaconda users:
Use this code to find out the location of site-packages directory 
under your current environment in anaconda. 

from distutils.sysconfig import get_python_lib
print(get_python_lib())


For Colab users:
You can click on the direct link provided on Colab for __init__.py and edit it.
Remember to restart the runtime after editing the file. 

Alternatively you can work with Tensorflow 1.x that doesn't throw
the generic_utils error. 
In google colab, add this as your first line.
%tensorflow_version 1.x
(Or just create a new environment in your local IDE to use TF1.x)

Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists",Python tips and tricks - 6: Fixing generic_utils error while importing segmentation models library,2021-03-30T07:00:07+00:00
2697000,"This video refers to semantic segmentation use case. 
Dataset: https://www.epfl.ch/labs/cvlab/data/data-em/

Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists/tree/master/222_working_with_large_data_that_does_not_fit_memory_semantic_segm

Code for all videos: 
https://github.com/bnsreenu/python_for_microscopists

For semantic segmentation the folder structure needs to look like below
if you want to use ImageDatagenerator.

Data/
    train_images/
                train/
                    img1, img2, img3, ......
    
    train_masks/
                train/
                    msk1, msk, msk3, ......
                    
    val_images/
                val/
                    img1, img2, img3, ......                

    val_masks/
                val/
                    msk1, msk, msk3, ......
      
    test_images/
                test/
                    img1, img2, img3, ......    
                    
    test_masks/
                test/
                    msk1, msk, msk3, ......

Use split-folders library (pip install split-folders) to make this process of splitting
files easy.",222 - Working with large data that doesn't fit your system memory - Semantic Segmentation,2021-06-16T07:00:17+00:00
